id,company,role,location,industry,required_skills,duration_months,stipend
INT970,Tata Steel,Cloud Engineer,Hisar,Technology,"['Customer Service', 'Rural Outreach', 'Merchandising', 'MATLAB', 'IoT', 'Sales']",12,22039
INT971,Tech Mahindra,Content Writer,City_264,HealthTech,"['3D Printing', 'Talent Acquisition']",3,13018
INT972,Aditya Birla,Technical Support,Panvel,E-commerce,"['Rust', 'Claims Processing', 'Wind Turbine Basics', 'Taxation', 'POS Systems']",12,17345
INT973,Tata Steel,Supply Chain Analyst,City_144,E-commerce,"['Talent Acquisition', 'Communication', 'SEM', 'Creativity', 'ISO 27001']",3,19531
INT974,HCL,Cybersecurity Analyst,Delhi,Metals,"['Bash', 'Electronics Repair', 'UI/UX', 'Drones', 'Wind Turbine Basics']",12,7832
INT975,ICICI Bank,Data Scientist,City_272,Industry_012,"['Six Sigma', 'Typing']",12,9901
INT976,HDFC Bank,Technical Support,Gaya,Mining,"['HubSpot', 'CAM', 'Email Marketing', 'Recruitment']",12,22981
INT977,Bajaj,Content Strategist,Kanpur,Horticulture,"['Accessibility', 'Cloud', 'JMeter']",12,9732
INT978,HCL,QA Engineer,City_243,Aerospace,"['Carpentry', 'Problem Solving', 'SCADA', 'Go', 'DevOps']",3,12471
INT979,Mahindra,Automation Tester,City_294,Consulting,"['Laboratory Technician', 'Zoho']",6,15366
INT980,Tech Mahindra,Project Manager,City_278,Research,"['Vue', 'HACCP', 'SolidWorks', 'Marketing', 'Six Sigma']",6,24035
INT981,ICICI Bank,Cybersecurity Analyst,City_133,Energy,"['Talent Acquisition', 'Leadership', 'Google Analytics', 'SIEM', 'Electronics Repair']",12,7536
INT982,Tech Mahindra,Mobile App Developer,City_279,Panchayati Raj,"['Pharmacy Assistance', 'HTML', 'Automation Testing', 'Risk Assessment', 'ISO 27001', 'Postman']",12,7172
INT983,ICICI Bank,Operations Associate,Allahabad,Water & Sanitation,"['Raspberry Pi', 'Vue', 'CATIA', 'SCADA', 'Social Media']",6,21709
INT984,Bajaj,Technical Support,City_322,Metals,"['Warehouse Operations', 'AutoCAD', 'ISO 27001']",12,13636
INT985,L&T,HR Assistant,City_227,Fisheries,"['Basic Computer Skills', 'TypeScript', 'CI/CD']",3,20695
INT986,Reliance,Data Scientist,Udaipur,Non-Profit,"['Inventory Management', 'Packaging', 'Excel', 'Bash', 'Tableau', 'Masonry']",12,24746
INT987,TCS,QA Engineer,City_171,Industry_009,"['AutoCAD', 'Data Entry']",3,10068
INT988,Cognizant,Operations Associate,City_332,Panchayati Raj,"['Wind Turbine Basics', 'Supply Chain', 'Surveying', 'Power Automate', 'Social Work', 'Computer Vision']",12,9384
INT989,Tech Mahindra,Customer Support,Indore,Cloud Services,"['Java', 'Inventory Management', 'Supply Chain', 'Cashier', 'Field Survey']",12,6200
INT990,Tech Mahindra,ML Engineer,Rajkot,Smart Cities,"['MATLAB', 'Adobe XD', 'Communication', 'PowerApps', 'GCP', 'Electrical Wiring']",12,9717
INT991,Reliance,Recruiter,City_311,Public Sector,"['Requirements Gathering', 'Telemedicine Support', 'Time Management']",12,19308
INT992,Aditya Birla,Business Analyst,City_312,Smart Cities,"['Project Management', 'Retail Operations']",6,6449
INT993,Reliance,Financial Analyst,City_168,Smart Cities,"['VLSI Basics', 'HR', 'Creativity', 'Power Automate', 'Store Management', 'Canva']",3,16086
INT994,ICICI Bank,Cybersecurity Analyst,City_229,Finance,"['Quality Assurance', 'Accessibility', 'KYC', 'Computer Vision', 'NGO Program Support']",3,12144
INT995,Infosys,Marketing Associate,City_169,Climate & Sustainability,"['Packaging', 'NGO Program Support']",6,19417
INT996,Aditya Birla,Mobile App Developer,Visakhapatnam,Solar,"['Wind Turbine Basics', 'Deep Learning', 'Basic Computer Skills']",6,24775
INT997,Aditya Birla,Mobile App Developer,City_114,Social Welfare,"['Laboratory Technician', 'Marketing', 'Documentation', 'CSS']",6,17046
INT998,L&T,Recruiter,Palwal,Pharmaceuticals,"['Email Marketing', 'Flask']",6,20839
INT999,TCS,QA Engineer,Aligarh,Industry_011,"['Graphic Design', 'GIS', 'Zoho']",6,6612
INT1000,HCL,Content Writer,City_275,Textiles,"['Field Sales', 'Plumbing']",6,22492
INT1001,Bajaj,Data Scientist,Ludhiana,Sports,"['Automation Testing', 'Welding', 'Manual Testing', 'MS PowerPoint', 'Angular']",3,12606
INT1002,Aditya Birla,Business Analyst,City_322,EdTech,"['L&D', 'Adaptability', 'SEM', 'Documentation']",6,20500
INT1003,Bajaj,Customer Support,City_151,Manufacturing,"['CSR Implementation', 'Payroll', 'Merchandising']",6,14770
INT1004,Tech Mahindra,Software Developer,Allahabad,Handicrafts,"['Cloud', 'Embedded Systems', 'Sales']",6,12164
INT1005,Maruti Suzuki,Financial Analyst,City_260,Beauty & Wellness,"['R', 'Accounting', 'Industrial Safety']",6,16994
INT1006,Mahindra,Cybersecurity Analyst,Akola,Gaming,"['UAV Operation', 'Employee Engagement', 'Design Systems']",3,21680
INT1007,Reliance,Growth Marketer,City_287,Industry_014,"['Laboratory Technician', 'NoSQL', 'Cloud']",12,7907
INT1008,ICICI Bank,Recruiter,City_189,Industry_005,"['Wind Turbine Basics', 'Kubernetes', 'Graphic Design', 'GitHub']",6,7964
INT1009,Reliance,Full Stack Developer,City_191,Telecommunications,"['Customer Relationship', 'Plumbing', 'KYC', 'Jira', 'MS PowerPoint', 'Agile']",12,19183
INT1010,Maruti Suzuki,Content Writer,Nagpur,Urban Development,"['Copywriting', 'SEM', 'Zoho']",6,20431
INT1011,Tata Steel,Project Manager,City_200,Logistics,"['Customer Relationship', 'AML']",12,23753
INT1012,ICICI Bank,Recruiter,City_146,Cloud Services,"['Plumbing', 'Presentation']",6,24980
INT1013,Infosys,Copywriter,Navi Mumbai,Textiles,"['Salesforce', 'C']",3,10425
INT1014,Infosys,HR Assistant,City_341,Automotive,"['CAM', 'SolidWorks', 'Node.js', 'GIS', 'SEO']",3,12468
INT1015,Maruti Suzuki,Technical Support,City_154,HealthTech,"['Operations', 'Medical Coding', 'Vue', 'Telemedicine Support', 'Electronics Repair']",6,23430
INT1016,HCL,Cybersecurity Analyst,City_250,Leather,"['Go', 'Claims Processing', 'STATA', 'Electronics Repair']",12,9108
INT1017,L&T,Content Writer,City_148,Event Management,"['SIEM', 'CSR Implementation', 'Rust']",3,18918
INT1018,Tech Mahindra,QA Engineer,City_179,Industry_010,"['PLC', 'Merchandising']",12,24173
INT1019,Reliance,Cybersecurity Analyst,Siliguri,Biotechnology,"['Networking', 'Recruitment', 'GST', 'Automation Testing', 'JMeter', 'SPSS']",12,17371
INT1020,Reliance,Copywriter,City_223,Energy,"['AWS', 'Google Analytics']",12,17915
INT1021,Cognizant,Product Manager,City_143,Logistics,"['Cloud', 'Zoho']",3,9379
INT1022,Aditya Birla,Cybersecurity Analyst,Panvel,EdTech,"['Electrical Wiring', 'Data Entry', 'HTML', 'Node.js', 'ISO 27001', 'Merchandising']",6,18873
INT1023,L&T,Product Manager,City_216,Metro Rail,"['Welding', 'KYC', 'JavaScript', 'NLP']",6,19822
INT1024,Bajaj,Data Scientist,City_168,Real Estate,"['Requirements Gathering', 'Warehouse Operations', 'R', 'Content Writing']",3,10380
INT1025,HCL,Product Manager,City_180,Telecommunications,"['Social Media', 'Procurement', 'Taxation', 'Labor Laws', 'Branding']",3,17350
INT1026,Tech Mahindra,Data Analyst,Salem,MSME,"['Agile', 'Public Speaking', 'Microfinance', 'STATA', 'Bookkeeping']",3,7178
INT1027,Bajaj,Operations Associate,City_183,Industry_009,"['Embedded Systems', 'Painting', 'CRM', 'Auditing', 'Industrial Safety']",3,10986
INT1028,Mahindra,Automation Tester,City_225,Mining,"['Deep Learning', 'Copywriting', 'IoT', 'CSS']",3,12088
INT1029,Cognizant,Full Stack Developer,City_281,Water & Sanitation,"['GitLab', 'AML']",6,16248
INT1030,Infosys,Network Engineer,Kurukshetra,EdTech,"['Packaging', 'Jira', 'AutoCAD', 'Inventory Management']",6,9609
INT1031,Wipro,Recruiter,City_275,Public Sector,"['Python', 'Copywriting', 'Lean', 'Rural Outreach', 'Product Management', 'Design Systems']",3,13280
INT1032,Cognizant,Digital Marketer,City_142,Mining,"['Tally', 'Pharmacy Assistance']",6,14581
INT1033,Bajaj,Content Strategist,Yamunanagar,Real Estate,"['Deep Learning', 'Tableau', 'Confluence', 'Medical Coding']",12,20007
INT1034,L&T,HR Assistant,City_239,Entertainment,"['UI/UX', 'Flask', 'Cloud', 'Phlebotomy']",3,14486
INT1035,TCS,Operations Associate,City_165,GovTech,"['Employee Engagement', 'Teamwork', 'Remote Sensing']",6,18923
INT1036,Infosys,HR Assistant,Rohtak,Media,"['Tally', 'Problem Solving', 'Angular', 'Django', 'Computer Vision', 'Merchandising']",12,22560
INT1037,Mahindra,Growth Marketer,City_125,Transportation,"['Vulnerability Assessment', 'Industrial Safety', 'Data Engineering', 'Field Sales']",3,7127
INT1038,HDFC Bank,Product Manager,City_222,Railways,"['HR', 'Git', 'Masonry', 'Statistics', 'C', 'Presentation']",12,7543
INT1039,L&T,Finance Intern,Moradabad,Education,"['HACCP', 'Warehouse Operations', 'Masonry', 'Basic Computer Skills', 'Sales', 'Payroll']",6,9222
INT1040,ICICI Bank,Technical Support,City_233,Media,"['Wind Turbine Basics', 'AutoCAD', 'Remote Sensing', 'Python', 'Azure']",6,23946
INT1041,Aditya Birla,UI/UX Designer,City_126,Industry_007,"['Tally', 'Documentation']",3,11428
INT1042,TCS,Content Writer,Vadodara,Media,"['Cybersecurity', 'Angular', 'Powershell']",12,19147
INT1043,Tech Mahindra,Marketing Associate,City_332,Industry_003,"['Medical Coding', 'JavaScript', 'FSSAI Compliance', 'Field Sales']",3,10511
INT1044,HDFC Bank,Network Engineer,Bareilly,Automotive,"['SharePoint', 'CI/CD', 'Go', 'Warehouse Operations']",6,20741
INT1045,TCS,ML Engineer,City_162,Energy,"['Sales', 'KYC', 'Electrical Wiring', 'CAM']",3,5625
INT1046,Infosys,Full Stack Developer,City_206,Handloom,"['Vulnerability Assessment', 'KYC', 'Creativity']",3,9218
INT1047,Wipro,Full Stack Developer,Jamnagar,HealthTech,"['SQL', 'Sales']",3,24238
INT1048,Wipro,Cloud Engineer,City_341,Logistics,"['Tally', 'GST']",3,5902
INT1049,Infosys,Growth Marketer,City_340,Industry_009,"['Rural Outreach', 'CSS', 'Express', 'Tableau', 'Field Survey', 'ISO 27001']",6,22504
INT1050,HDFC Bank,UI/UX Designer,City_115,Food & Beverage,"['Cybersecurity', 'Graphic Design']",12,10711
INT1051,ICICI Bank,Cloud Engineer,City_265,Mining,"['Zoho', 'UI/UX']",3,12971
INT1052,Tata Steel,Supply Chain Analyst,City_131,Environmental Services,"['Food Processing', 'Digital Marketing', 'CRM', 'STATA', 'Figma']",6,11084
INT1053,L&T,Content Writer,City_153,Industry_013,"['Embedded Systems', 'Quality Assurance', 'L&D', 'Zoho']",3,10677
INT1054,HDFC Bank,Operations Associate,City_263,Handicrafts,"['Cybersecurity', 'Technical Writing', 'GitHub', 'AML', 'Angular']",12,24114
INT1055,ICICI Bank,Product Manager,City_224,Industry_011,"['Painting', 'HACCP', '5S', 'Plumbing', 'Project Management']",6,23771
INT1056,L&T,QA Engineer,City_321,Wind,"['Carpentry', 'Lean', 'Design Systems']",6,18263
INT1057,Tech Mahindra,Technical Support,Hubli–Dharwad,Environmental Services,"['Operations', 'Warehouse Operations', 'Financial Modeling']",6,23439
INT1058,Tech Mahindra,Data Scientist,City_137,Metro Rail,"['Docker', 'Financial Modeling', 'SharePoint', 'Agile', 'Solar Installation']",12,6985
INT1059,Bajaj,Data Engineer,City_214,Horticulture,"['Statistics', 'Technical Writing', '5S', 'Power Automate']",6,12181
INT1060,HCL,Content Writer,City_298,Industry_004,"['Docker', 'SEO', 'Quality Assurance', 'PowerApps']",6,17904
INT1061,Reliance,Network Engineer,City_163,Event Management,"['Salesforce', 'ISO 27001', 'CAD']",12,18360
INT1062,Wipro,Technical Support,City_325,Industry_013,"['SolidWorks', 'Salesforce', 'Risk Assessment', 'Agile', 'CI/CD', 'SEM']",3,17722
INT1063,Mahindra,Data Engineer,City_304,Real Estate,"['Statistics', 'Salesforce', '5S', 'Data Analysis']",3,19996
INT1064,Tech Mahindra,QA Engineer,City_215,Courier,"['Canva', 'Inside Sales', 'Business Analysis', 'UI/UX', 'Drones', 'SEO']",6,22974
INT1065,ICICI Bank,HR Assistant,City_220,Banking,"['Go', 'HR', 'Power Automate', 'Computer Vision', 'Logistics', 'Insurance Underwriting']",12,9820
INT1066,HDFC Bank,Operations Associate,City_241,Entertainment,"['VLSI Basics', 'IoT', 'Microfinance']",12,7528
INT1067,Reliance,ML Engineer,City_182,Shared Services,"['Data Engineering', 'Computer Vision', 'Logistics', 'Power Automate', 'Adaptability', 'Surveying']",3,20135
INT1068,Infosys,Software Developer,City_126,Healthcare,"['ISO 27001', '5S', 'MATLAB', 'Bookkeeping', 'Django']",6,10441
INT1069,Maruti Suzuki,Content Strategist,Bengaluru,Automotive,"['MS PowerPoint', 'VLSI Basics', 'Payroll', 'Communication']",12,5625
INT1070,L&T,Mobile App Developer,Mangalore,Metals,"['3D Printing', 'ISO 27001', 'R', 'MATLAB']",3,14354
INT1071,Reliance,Customer Support,Sonipat,Entertainment,"['Power Automate', 'CSR Implementation', 'Quality Assurance', 'Procurement']",3,15594
INT1072,Aditya Birla,Project Manager,Tirunelveli,Industry_010,"['Painting', 'Linux', 'Supply Chain', 'EHR Systems', 'Content Writing', 'Customer Relationship']",6,11721
INT1073,Cognizant,Content Strategist,Panipat,Gaming,"['JMeter', 'AWS']",12,24171
INT1074,Tech Mahindra,Customer Support,City_302,Research,"['C++', 'Figma', 'Procurement', '3D Printing']",6,21568
INT1075,Tech Mahindra,Automation Tester,Jodhpur,Event Management,"['Bash', 'Wind Turbine Basics']",6,17558
INT1076,Tata Steel,Business Analyst,City_291,Smart Cities,"['Welding', 'Cold Chain']",6,5838
INT1077,Reliance,Automation Tester,City_282,Shared Services,"['Lead Generation', 'Adobe XD', 'Arduino']",3,6076
INT1078,Infosys,Growth Marketer,City_200,Pharmaceuticals,"['Finance', 'SharePoint', 'CSR Implementation']",12,5902
INT1079,Infosys,Content Writer,City_127,CSR,"['Business Analysis', 'Insurance Underwriting', 'Industrial Safety', 'SQL', 'Field Survey', 'Rural Outreach']",3,11379
INT1080,HCL,Product Manager,City_140,EdTech,"['5S', 'Food Safety', 'Talent Acquisition']",6,11721
INT1081,Aditya Birla,Project Manager,City_274,Automotive,"['CSS', 'CAM', 'Data Entry', 'Phlebotomy']",6,7903
INT1082,Tata Steel,Data Analyst,Coimbatore,Handicrafts,"['Arduino', 'Figma', 'NoSQL', 'Node.js', 'Scrum']",12,7986
INT1083,Infosys,Content Writer,Hyderabad,GovTech,"['Surveying', 'Laboratory Technician', 'Electronics Repair', 'UAV Operation', 'Drones', 'Data Engineering']",3,6558
INT1084,Tech Mahindra,Business Analyst,City_336,Construction,"['DevOps', 'MS Word']",12,18671
INT1085,Tech Mahindra,Copywriter,Bhiwandi,Poultry,"['SQL', 'Risk Assessment', 'Node.js', 'Welding', 'Raspberry Pi', 'HTML']",3,14567
INT1086,Wipro,ML Engineer,Ambala,FinTech,"['AML', 'Lead Generation', 'Social Media', 'SolidWorks', 'Confluence', 'CI/CD']",3,11865
INT1087,ICICI Bank,UI/UX Designer,Gwalior,Handloom,"['Medical Coding', 'ISO 9001']",12,8151
INT1088,Mahindra,Content Strategist,City_303,Automotive,"['Data Entry', 'Bookkeeping', 'Django']",3,15614
INT1089,Maruti Suzuki,Financial Analyst,Mysore,Industry_004,"['ServiceNow', 'Teamwork']",3,11661
INT1090,Cognizant,DevOps Engineer,Mysore,Sports,"['JavaScript', 'Cloud', 'Social Media', 'Postman']",12,5141
INT1091,Wipro,Data Engineer,City_267,Startups & Incubation,"['SEM', 'Deep Learning']",3,9342
INT1092,Tech Mahindra,Recruiter,City_236,Research,"['Sales', 'Cloud', 'Presentation', 'Medical Coding']",3,24908
INT1093,HCL,Copywriter,City_244,Public Health,"['Public Speaking', 'Bookkeeping', 'Content Writing', 'L&D']",3,24831
INT1094,Infosys,Product Manager,City_284,Transportation,"['Solar Installation', 'Leadership']",6,8643
INT1095,Aditya Birla,Content Writer,Guntur,Food & Beverage,"['Git', 'Agile', 'Wind Turbine Basics', 'DevOps']",3,16414
INT1096,HDFC Bank,Mobile App Developer,Rajkot,Energy,"['Data Engineering', 'CRM', 'Figma']",6,6684
INT1097,Reliance,Supply Chain Analyst,City_340,Handicrafts,"['Supply Chain', 'Spring', 'Cold Chain']",12,13299
INT1098,Tech Mahindra,Digital Marketer,City_173,E-commerce,"['GitHub', 'Rural Outreach', 'Surveying', 'Leadership']",12,15219
INT1099,Cognizant,Data Scientist,Delhi,Hospitality,"['Digital Marketing', 'Presentation', 'POS Systems', 'Flask']",12,20287
INT1100,Bajaj,Recruiter,City_306,Industry_005,"['Requirements Gathering', 'Customer Service', 'Basic Computer Skills', 'Auditing', 'L&D', 'Supply Chain']",12,14251
INT1101,L&T,Operations Associate,City_307,Shared Services,"['Rust', 'Financial Modeling']",3,24360
INT1102,Aditya Birla,Cybersecurity Analyst,City_175,Handicrafts,"['Finance', 'UAV Operation', 'Inventory Management', 'ISO 27001', 'Investment Research']",6,21543
INT1103,HDFC Bank,Mobile App Developer,Malegaon,Warehousing,"['Solar Installation', 'Merchandising', 'Machine Learning', 'Selenium', 'CI/CD']",6,18245
INT1104,Wipro,Technical Support,City_335,Wind,"['Investment Research', 'Go', 'Confluence', 'Bookkeeping', 'C++']",6,5739
INT1105,Aditya Birla,Data Analyst,Raipur,AgriTech,"['Power BI', 'Adobe XD', 'Java', 'GST']",12,18794
INT1106,Tech Mahindra,Cloud Engineer,City_134,Education,"['Quality Assurance', 'PowerApps', 'Statistics', 'Java', 'Python', 'Solar Installation']",6,18407
INT1107,L&T,Supply Chain Analyst,Dhanbad,Industry_001,"['Field Survey', 'Computer Vision', 'Presentation', 'Cloud']",12,9611
INT1108,TCS,Financial Analyst,City_209,E-commerce,"['Problem Solving', 'POS Systems', 'Power BI']",3,16507
INT1109,Tech Mahindra,Customer Support,City_338,Construction,"['Graphic Design', 'Azure', 'SolidWorks']",3,10930
INT1110,Wipro,Recruiter,Tirupati,GovTech,"['MS PowerPoint', 'Marketing']",6,15706
INT1111,Tech Mahindra,DevOps Engineer,City_270,Cold Chain,"['IoT', 'Electronics Repair', 'PCB Design', 'Copywriting']",3,5042
INT1112,HDFC Bank,Data Scientist,Ludhiana,Industry_007,"['Technical Writing', 'Automation Testing', 'Raspberry Pi', 'Tableau', 'Graphic Design', 'Tally']",3,8783
INT1113,Cognizant,Product Manager,City_178,Event Management,"['Community Mobilization', 'Google Analytics']",3,15442
INT1114,Maruti Suzuki,Growth Marketer,City_227,Tourism,"['NGO Program Support', 'Wind Turbine Basics', 'MS Word']",12,9300
INT1115,Cognizant,Content Strategist,Chennai,Handicrafts,"['R', 'Solar Installation', 'EHR Systems', 'Food Safety']",6,21035
INT1116,L&T,Data Analyst,City_307,Industry_012,"['Basic Computer Skills', 'Product Management', 'Rust', 'STATA', 'Typing']",3,7385
INT1117,TCS,Mobile App Developer,City_154,Pharmaceuticals,"['SEO', 'Retail Operations', 'Lead Generation', 'Project Management', 'Social Media', 'Express']",12,15909
INT1118,Tech Mahindra,Technical Support,Bikaner,Industry_012,"['Field Survey', 'NLP', 'Surveying', 'Documentation', 'SEO', 'Lean']",12,18434
INT1119,Maruti Suzuki,Finance Intern,City_148,Industry_008,"['AutoCAD', 'NoSQL', 'GitHub']",3,21709
INT1120,Aditya Birla,Recruiter,City_313,Shared Services,"['Operations', 'Adobe XD']",6,21309
INT1121,Cognizant,Recruiter,City_329,Industry_005,"['FSSAI Compliance', 'Graphic Design']",6,23294
INT1122,Bajaj,Technical Support,Thiruvananthapuram,Event Management,"['NLP', 'Adobe XD', 'UAV Operation']",12,19569
INT1123,HDFC Bank,Data Engineer,City_123,Industry_007,"['PCB Design', 'PLC', 'C', 'Sales', 'Lead Generation']",12,15589
INT1124,ICICI Bank,Data Engineer,City_253,Oil & Gas,"['3D Printing', 'Branding', 'Medical Coding', 'NGO Program Support', 'TypeScript', 'Data Entry']",6,11113
INT1125,Bajaj,Mobile App Developer,Mumbai,Horticulture,"['Compliance', 'CNC', 'Solar Installation', 'React', 'Phlebotomy', 'Copywriting']",6,10020
INT1126,L&T,Supply Chain Analyst,City_279,Handloom,"['GST', 'Spring']",12,6588
INT1127,Reliance,Marketing Associate,City_216,Smart Cities,"['Design Systems', 'Automation Testing', 'Rural Outreach']",6,17165
INT1128,Mahindra,Mobile App Developer,Faridabad,Transportation,"['Sales', 'Azure', 'Quality Assurance', 'Recruitment', 'Deep Learning']",3,18705
INT1129,Aditya Birla,Recruiter,Haora,Food Processing,"['SolidWorks', 'Vue', 'AWS', 'Auditing', 'Adobe XD', 'Painting']",3,21778
